purchase_date,item_name,customer_name,purchase_month,item_price,고객이름,지역,등록일
2019-01-04 12:20:00,상품P,김범준,201901,1600.0,김범준,F시,2017-01-06
2019-07-22 09:18:00,상품I,김범준,201907,900.0,김범준,F시,2017-01-06
2019-01-01 17:16:00,상품W,김범준,201901,2300.0,김범준,F시,2017-01-06
2019-01-12 12:41:00,상품H,김범준,201901,800.0,김범준,F시,2017-01-06
2019-05-11 10:22:00,상품D,김범준,201905,400.0,김범준,F시,2017-01-06
2019-03-17 16:50:00,상품P,김범준,201903,1600.0,김범준,F시,2017-01-06
2019-06-03 09:06:00,상품K,김범준,201906,1100.0,김범준,F시,2017-01-06
2019-04-28 10:07:00,상품Q,김범준,201904,1700.0,김범준,F시,2017-01-06
2019-01-24 10:27:00,상품Y,김범준,201901,2500.0,김범준,F시,2017-01-06
2019-07-31 16:58:00,상품Y,김범준,201907,2500.0,김범준,F시,2017-01-06
2019-04-01 17:34:00,상품F,김범준,201904,600.0,김범준,F시,2017-01-06
2019-02-03 06:17:00,상품L,김범준,201902,1200.0,김범준,F시,2017-01-06
2019-05-29 14:18:00,상품H,김범준,201905,800.0,김범준,F시,2017-01-06
2019-07-14 16:47:00,상품N,김범준,201907,1400.0,김범준,F시,2017-01-06
2019-07-16 17:48:00,상품R,김범준,201907,1800.0,김범준,F시,2017-01-06
2019-07-01 05:43:00,상품O,김범준,201907,1500.0,김범준,F시,2017-01-06
2019-02-09 18:56:00,상품O,김범준,201902,1500.0,김범준,F시,2017-01-06
2019-03-12 07:26:00,상품L,김범준,201903,1200.0,김범준,F시,2017-01-06
2019-03-02 00:56:00,상품L,김범준,201903,1200.0,김범준,F시,2017-01-06
2019-02-04 18:06:00,상품Q,김성준,201902,1700.0,김성준,H시,2018-05-24
2019-04-14 20:59:00,상품L,김성준,201904,1200.0,김성준,H시,2018-05-24
2019-03-01 09:53:00,상품B,김성준,201903,200.0,김성준,H시,2018-05-24
2019-02-01 07:33:00,상품V,김성준,201902,2200.0,김성준,H시,2018-05-24
2019-03-27 14:37:00,상품X,김성준,201903,2400.0,김성준,H시,2018-05-24
2019-02-15 03:51:00,상품P,김성준,201902,1600.0,김성준,H시,2018-05-24
2019-06-17 01:07:00,상품P,김성준,201906,1600.0,김성준,H시,2018-05-24
2019-01-07 07:25:00,상품L,김성준,201901,1200.0,김성준,H시,2018-05-24
2019-03-30 07:28:00,상품H,김성준,201903,800.0,김성준,H시,2018-05-24
2019-02-14 13:50:00,상품M,김성준,201902,1300.0,김성준,H시,2018-05-24
2019-01-26 07:21:00,상품P,김성준,201901,1600.0,김성준,H시,2018-05-24
2019-04-05 05:29:00,상품D,김성준,201904,400.0,김성준,H시,2018-05-24
2019-05-06 22:14:00,상품M,김성준,201905,1300.0,김성준,H시,2018-05-24
2019-07-29 15:59:00,상품P,김성준,201907,1600.0,김성준,H시,2018-05-24
2019-05-27 18:24:00,상품H,김성준,201905,800.0,김성준,H시,2018-05-24
2019-05-14 16:02:00,상품P,김승주,201905,1600.0,김승주,E시,2018-07-15
2019-05-21 05:04:00,상품Q,김승주,201905,1700.0,김승주,E시,2018-07-15
2019-04-09 18:24:00,상품P,김승주,201904,1600.0,김승주,E시,2018-07-15
2019-07-02 20:42:00,상품B,김승주,201907,200.0,김승주,E시,2018-07-15
2019-06-20 18:31:00,상품H,김승주,201906,800.0,김승주,E시,2018-07-15
2019-02-25 17:44:00,상품B,김승주,201902,200.0,김승주,E시,2018-07-15
2019-01-02 07:25:00,상품O,김승주,201901,1500.0,김승주,E시,2018-07-15
2019-02-24 02:46:00,상품E,김승주,201902,500.0,김승주,E시,2018-07-15
2019-01-14 04:53:00,상품K,김승주,201901,1100.0,김승주,E시,2018-07-15
2019-03-02 09:42:00,상품N,김승주,201903,1400.0,김승주,E시,2018-07-15
2019-07-14 12:56:00,상품H,김승주,201907,800.0,김승주,E시,2018-07-15
2019-04-19 18:15:00,상품I,김지우,201904,900.0,김지우,G시,2017-04-11
2019-04-18 14:29:00,상품C,김지우,201904,300.0,김지우,G시,2017-04-11
2019-03-18 06:28:00,상품Q,김지우,201903,1700.0,김지우,G시,2017-04-11
2019-04-20 23:34:00,상품S,김지우,201904,1900.0,김지우,G시,2017-04-11
2019-04-21 21:59:00,상품X,김지우,201904,2400.0,김지우,G시,2017-04-11
2019-04-05 06:09:00,상품P,김지우,201904,1600.0,김지우,G시,2017-04-11
2019-01-03 19:38:00,상품O,김지우,201901,1500.0,김지우,G시,2017-04-11
2019-06-28 13:25:00,상품Y,김지우,201906,2500.0,김지우,G시,2017-04-11
2019-03-06 06:59:00,상품I,김지우,201903,900.0,김지우,G시,2017-04-11
2019-04-02 05:14:00,상품P,김지우,201904,1600.0,김지우,G시,2017-04-11
2019-06-13 20:42:00,상품R,김지우,201906,1800.0,김지우,G시,2017-04-11
2019-01-28 14:03:00,상품E,김지우,201901,500.0,김지우,G시,2017-04-11
2019-03-23 15:01:00,상품H,김지우,201903,800.0,김지우,G시,2017-04-11
2019-06-29 01:51:00,상품G,김지우,201906,700.0,김지우,G시,2017-04-11
2019-07-20 07:22:00,상품X,김지우,201907,2400.0,김지우,G시,2017-04-11
2019-02-22 17:50:00,상품D,김지우,201902,400.0,김지우,G시,2017-04-11
2019-07-06 04:39:00,상품R,김도훈,201907,1800.0,김도훈,F시,2017-06-12
2019-06-08 16:39:00,상품K,김도훈,201906,1100.0,김도훈,F시,2017-06-12
2019-02-11 07:40:00,상품O,김도훈,201902,1500.0,김도훈,F시,2017-06-12
2019-03-27 15:33:00,상품Q,김도훈,201903,1700.0,김도훈,F시,2017-06-12
2019-04-09 01:00:00,상품T,김도훈,201904,2000.0,김도훈,F시,2017-06-12
2019-06-15 02:23:00,상품M,김도훈,201906,1300.0,김도훈,F시,2017-06-12
2019-01-27 14:39:00,상품X,김도훈,201901,2400.0,김도훈,F시,2017-06-12
2019-01-19 03:37:00,상품A,김도훈,201901,100.0,김도훈,F시,2017-06-12
2019-05-24 11:11:00,상품X,김도훈,201905,2400.0,김도훈,F시,2017-06-12
2019-02-25 10:35:00,상품B,김도훈,201902,200.0,김도훈,F시,2017-06-12
2019-02-11 03:37:00,상품T,김도훈,201902,2000.0,김도훈,F시,2017-06-12
2019-03-10 21:55:00,상품K,김도훈,201903,1100.0,김도훈,F시,2017-06-12
2019-04-11 08:35:00,상품V,김도훈,201904,2200.0,김도훈,F시,2017-06-12
2019-01-18 08:40:00,상품O,김도훈,201901,1500.0,김도훈,F시,2017-06-12
2019-02-01 02:17:00,상품M,김윤성,201902,1300.0,김윤성,F시,2017-03-03
2019-04-18 07:01:00,상품Y,김윤성,201904,2500.0,김윤성,F시,2017-03-03
2019-02-13 16:37:00,상품O,김윤성,201902,1500.0,김윤성,F시,2017-03-03
2019-03-18 12:22:00,상품Q,김윤성,201903,1700.0,김윤성,F시,2017-03-03
2019-05-30 03:58:00,상품I,김윤성,201905,900.0,김윤성,F시,2017-03-03
2019-01-14 04:53:00,상품Q,김윤성,201901,1700.0,김윤성,F시,2017-03-03
2019-06-07 00:56:00,상품E,김윤성,201906,500.0,김윤성,F시,2017-03-03
2019-06-20 05:44:00,상품A,김윤성,201906,100.0,김윤성,F시,2017-03-03
2019-05-04 05:54:00,상품G,김윤성,201905,700.0,김윤성,F시,2017-03-03
2019-02-24 23:40:00,상품P,김윤성,201902,1600.0,김윤성,F시,2017-03-03
2019-05-31 20:41:00,상품T,김윤성,201905,2000.0,김윤성,F시,2017-03-03
2019-02-25 00:06:00,상품W,김윤성,201902,2300.0,김윤성,F시,2017-03-03
2019-05-20 04:18:00,상품U,김윤성,201905,2100.0,김윤성,F시,2017-03-03
2019-06-29 10:30:00,상품M,김준수,201906,1300.0,김준수,E시,2018-02-17
2019-01-12 15:57:00,상품T,김준수,201901,2000.0,김준수,E시,2018-02-17
2019-04-13 13:05:00,상품Y,김준수,201904,2500.0,김준수,E시,2018-02-17
2019-01-17 07:15:00,상품V,김준수,201901,2200.0,김준수,E시,2018-02-17
2019-07-10 14:28:00,상품B,김준수,201907,200.0,김준수,E시,2018-02-17
2019-06-12 13:57:00,상품L,김준수,201906,1200.0,김준수,E시,2018-02-17
2019-07-30 09:53:00,상품T,김준수,201907,2000.0,김준수,E시,2018-02-17
2019-03-18 06:34:00,상품P,김준수,201903,1600.0,김준수,E시,2018-02-17
2019-04-26 22:09:00,상품S,김준수,201904,1900.0,김준수,E시,2018-02-17
2019-06-21 21:38:00,상품L,김준수,201906,1200.0,김준수,E시,2018-02-17
2019-07-03 12:08:00,상품U,김준수,201907,2100.0,김준수,E시,2018-02-17
2019-07-13 23:10:00,상품N,김준수,201907,1400.0,김준수,E시,2018-02-17
2019-07-29 09:57:00,상품S,김준수,201907,1900.0,김준수,E시,2018-02-17
2019-01-20 18:13:00,상품V,김준수,201901,2200.0,김준수,E시,2018-02-17
2019-04-30 19:47:00,상품R,김준수,201904,1800.0,김준수,E시,2018-02-17
2019-01-17 04:24:00,상품Y,김지운,201901,2500.0,김지운,E시,2017-07-10
2019-04-08 15:06:00,상품E,김지운,201904,500.0,김지운,E시,2017-07-10
2019-06-22 12:31:00,상품X,김지운,201906,2400.0,김지운,E시,2017-07-10
2019-07-27 01:45:00,상품A,김지운,201907,100.0,김지운,E시,2017-07-10
2019-03-19 14:51:00,상품N,김지운,201903,1400.0,김지운,E시,2017-07-10
2019-01-27 18:04:00,상품P,김지운,201901,1600.0,김지운,E시,2017-07-10
2019-02-23 01:45:00,상품A,김지운,201902,100.0,김지운,E시,2017-07-10
2019-04-17 18:30:00,상품B,김지운,201904,200.0,김지운,E시,2017-07-10
2019-04-12 01:58:00,상품B,김지운,201904,200.0,김지운,E시,2017-07-10
2019-05-01 02:27:00,상품Q,김지운,201905,1700.0,김지운,E시,2017-07-10
2019-03-06 21:42:00,상품P,김지운,201903,1600.0,김지운,E시,2017-07-10
2019-02-13 19:12:00,상품Q,김지운,201902,1700.0,김지운,E시,2017-07-10
2019-06-12 14:47:00,상품Q,김지운,201906,1700.0,김지운,E시,2017-07-10
2019-02-23 10:58:00,상품O,김지운,201902,1500.0,김지운,E시,2017-07-10
2019-01-30 07:44:00,상품Y,김지운,201901,2500.0,김지운,E시,2017-07-10
2019-01-29 11:58:00,상품P,김지운,201901,1600.0,김지운,E시,2017-07-10
2019-07-01 11:27:00,상품U,김준서,201907,2100.0,김준서,E시,2018-01-24
2019-04-18 06:11:00,상품D,김준서,201904,400.0,김준서,E시,2018-01-24
2019-04-22 21:02:00,상품Y,김준서,201904,2500.0,김준서,E시,2018-01-24
2019-03-06 18:26:00,상품L,김준서,201903,1200.0,김준서,E시,2018-01-24
2019-04-25 08:12:00,상품I,김준서,201904,900.0,김준서,E시,2018-01-24
2019-02-10 15:55:00,상품Q,김준서,201902,1700.0,김준서,E시,2018-01-24
2019-07-31 12:08:00,상품G,김준서,201907,700.0,김준서,E시,2018-01-24
2019-06-13 02:20:00,상품A,김준서,201906,100.0,김준서,E시,2018-01-24
2019-02-23 08:38:00,상품Q,김준서,201902,1700.0,김준서,E시,2018-01-24
2019-06-28 21:52:00,상품R,김준서,201906,1800.0,김준서,E시,2018-01-24
2019-03-02 00:44:00,상품J,김준서,201903,1000.0,김준서,E시,2018-01-24
2019-01-14 03:45:00,상품G,김준서,201901,700.0,김준서,E시,2018-01-24
2019-03-28 07:57:00,상품H,정준기,201903,800.0,정준기,B시,2017-02-05
2019-05-11 20:51:00,상품K,정준기,201905,1100.0,정준기,B시,2017-02-05
2019-01-04 20:17:00,상품R,정준기,201901,1800.0,정준기,B시,2017-02-05
2019-05-17 23:07:00,상품T,정준기,201905,2000.0,정준기,B시,2017-02-05
2019-03-28 16:47:00,상품I,정준기,201903,900.0,정준기,B시,2017-02-05
2019-03-26 10:56:00,상품X,정준기,201903,2400.0,정준기,B시,2017-02-05
2019-01-22 14:51:00,상품R,정준기,201901,1800.0,정준기,B시,2017-02-05
2019-04-23 05:03:00,상품H,정준기,201904,800.0,정준기,B시,2017-02-05
2019-06-22 02:41:00,상품T,정준기,201906,2000.0,정준기,B시,2017-02-05
2019-03-19 22:29:00,상품B,정준기,201903,200.0,정준기,B시,2017-02-05
2019-02-03 19:57:00,상품K,정준기,201902,1100.0,정준기,B시,2017-02-05
2019-01-13 17:19:00,상품R,정준기,201901,1800.0,정준기,B시,2017-02-05
2019-07-27 04:09:00,상품W,정준기,201907,2300.0,정준기,B시,2017-02-05
2019-02-25 14:57:00,상품W,정준기,201902,2300.0,정준기,B시,2017-02-05
2019-07-04 17:34:00,상품H,정준기,201907,800.0,정준기,B시,2017-02-05
2019-06-29 09:21:00,상품F,정준기,201906,600.0,정준기,B시,2017-02-05
2019-07-21 00:31:00,상품D,정준기,201907,400.0,정준기,B시,2017-02-05
2019-07-12 00:36:00,상품P,김윤서,201907,1600.0,김윤서,H시,2018-07-10
2019-07-15 04:42:00,상품T,김윤서,201907,2000.0,김윤서,H시,2018-07-10
2019-07-24 11:26:00,상품C,김윤서,201907,300.0,김윤서,H시,2018-07-10
2019-05-06 21:59:00,상품D,김윤서,201905,400.0,김윤서,H시,2018-07-10
2019-02-05 19:59:00,상품T,김윤서,201902,2000.0,김윤서,H시,2018-07-10
2019-01-17 20:33:00,상품N,김윤서,201901,1400.0,김윤서,H시,2018-07-10
2019-04-08 23:11:00,상품L,김윤서,201904,1200.0,김윤서,H시,2018-07-10
2019-02-27 18:54:00,상품D,김윤서,201902,400.0,김윤서,H시,2018-07-10
2019-02-26 11:58:00,상품U,김윤서,201902,2100.0,김윤서,H시,2018-07-10
2019-02-14 07:26:00,상품W,김윤서,201902,2300.0,김윤서,H시,2018-07-10
2019-05-31 14:52:00,상품T,김윤서,201905,2000.0,김윤서,H시,2018-07-10
2019-05-28 03:38:00,상품V,김윤서,201905,2200.0,김윤서,H시,2018-07-10
2019-02-25 06:36:00,상품O,김윤서,201902,1500.0,김윤서,H시,2018-07-10
2019-03-19 21:24:00,상품G,김윤서,201903,700.0,김윤서,H시,2018-07-10
2019-05-02 09:58:00,상품R,김윤서,201905,1800.0,김윤서,H시,2018-07-10
2019-03-30 01:31:00,상품D,김윤서,201903,400.0,김윤서,H시,2018-07-10
2019-04-09 15:05:00,상품W,김윤서,201904,2300.0,김윤서,H시,2018-07-10
2019-07-15 08:24:00,상품P,김지훈,201907,1600.0,김지훈,A시,2017-06-02
2019-05-07 07:37:00,상품V,김지훈,201905,2200.0,김지훈,A시,2017-06-02
2019-07-13 03:39:00,상품U,김지훈,201907,2100.0,김지훈,A시,2017-06-02
2019-01-17 18:51:00,상품Q,김지훈,201901,1700.0,김지훈,A시,2017-06-02
2019-05-28 20:37:00,상품K,김지훈,201905,1100.0,김지훈,A시,2017-06-02
2019-07-05 14:39:00,상품I,김지훈,201907,900.0,김지훈,A시,2017-06-02
2019-03-03 12:19:00,상품U,김지훈,201903,2100.0,김지훈,A시,2017-06-02
2019-05-01 23:12:00,상품U,김지훈,201905,2100.0,김지훈,A시,2017-06-02
2019-01-16 08:25:00,상품O,김지훈,201901,1500.0,김지훈,A시,2017-06-02
2019-07-15 11:38:00,상품J,김지훈,201907,1000.0,김지훈,A시,2017-06-02
2019-06-04 03:03:00,상품S,김지훈,201906,1900.0,김지훈,A시,2017-06-02
2019-05-04 14:09:00,상품K,김지훈,201905,1100.0,김지훈,A시,2017-06-02
2019-07-23 10:42:00,상품U,김지훈,201907,2100.0,김지훈,A시,2017-06-02
2019-02-04 08:57:00,상품E,김지훈,201902,500.0,김지훈,A시,2017-06-02
2019-03-09 13:03:00,상품T,김승윤,201903,2000.0,김승윤,F시,2017-03-25
2019-07-06 21:50:00,상품W,김승윤,201907,2300.0,김승윤,F시,2017-03-25
2019-03-04 16:39:00,상품P,김승윤,201903,1600.0,김승윤,F시,2017-03-25
2019-04-06 06:49:00,상품U,김승윤,201904,2100.0,김승윤,F시,2017-03-25
2019-07-10 20:31:00,상품E,김승윤,201907,500.0,김승윤,F시,2017-03-25
2019-04-25 19:50:00,상품B,김승윤,201904,200.0,김승윤,F시,2017-03-25
2019-03-22 06:16:00,상품V,김승윤,201903,2200.0,김승윤,F시,2017-03-25
2019-07-17 17:56:00,상품I,김승윤,201907,900.0,김승윤,F시,2017-03-25
2019-04-24 01:25:00,상품X,김승윤,201904,2400.0,김승윤,F시,2017-03-25
2019-07-12 17:50:00,상품O,김승윤,201907,1500.0,김승윤,F시,2017-03-25
2019-05-13 17:35:00,상품L,김승윤,201905,1200.0,김승윤,F시,2017-03-25
2019-03-06 10:56:00,상품U,김승윤,201903,2100.0,김승윤,F시,2017-03-25
2019-05-07 21:19:00,상품D,김승윤,201905,400.0,김승윤,F시,2017-03-25
2019-07-28 07:55:00,상품A,김승윤,201907,100.0,김승윤,F시,2017-03-25
2019-01-22 10:07:00,상품I,김승윤,201901,900.0,김승윤,F시,2017-03-25
2019-05-14 17:14:00,상품I,김승윤,201905,900.0,김승윤,F시,2017-03-25
2019-06-17 10:26:00,상품J,김승윤,201906,1000.0,김승윤,F시,2017-03-25
2019-07-07 22:53:00,상품R,김승윤,201907,1800.0,김승윤,F시,2017-03-25
2019-07-14 10:48:00,상품Y,김태훈,201907,2500.0,김태훈,A시,2018-01-06
2019-07-06 07:16:00,상품C,김태훈,201907,300.0,김태훈,A시,2018-01-06
2019-01-21 14:06:00,상품R,김태훈,201901,1800.0,김태훈,A시,2018-01-06
2019-02-07 15:38:00,상품K,김태훈,201902,1100.0,김태훈,A시,2018-01-06
2019-04-13 00:19:00,상품J,김태훈,201904,1000.0,김태훈,A시,2018-01-06
2019-03-30 21:05:00,상품N,김태훈,201903,1400.0,김태훈,A시,2018-01-06
2019-04-20 05:17:00,상품E,김태훈,201904,500.0,김태훈,A시,2018-01-06
2019-06-02 07:17:00,상품Q,김태훈,201906,1700.0,김태훈,A시,2018-01-06
2019-04-06 21:35:00,상품T,김태훈,201904,2000.0,김태훈,A시,2018-01-06
2019-03-22 12:50:00,상품E,김태훈,201903,500.0,김태훈,A시,2018-01-06
2019-04-17 20:14:00,상품P,김태훈,201904,1600.0,김태훈,A시,2018-01-06
2019-04-19 00:40:00,상품F,김태훈,201904,600.0,김태훈,A시,2018-01-06
2019-06-28 06:59:00,상품R,김태훈,201906,1800.0,김태훈,A시,2018-01-06
2019-03-25 06:01:00,상품J,김태훈,201903,1000.0,김태훈,A시,2018-01-06
2019-05-19 03:20:00,상품M,김태훈,201905,1300.0,김태훈,A시,2018-01-06
2019-05-15 06:22:00,상품W,김주원,201905,2300.0,김주원,C시,2018-05-21
2019-02-22 12:09:00,상품O,김주원,201902,1500.0,김주원,C시,2018-05-21
2019-03-16 17:23:00,상품A,김주원,201903,100.0,김주원,C시,2018-05-21
2019-01-26 23:24:00,상품E,김주원,201901,500.0,김주원,C시,2018-05-21
2019-02-27 18:56:00,상품Q,김주원,201902,1700.0,김주원,C시,2018-05-21
2019-07-07 09:07:00,상품Y,김주원,201907,2500.0,김주원,C시,2018-05-21
2019-04-30 21:09:00,상품T,김주원,201904,2000.0,김주원,C시,2018-05-21
2019-03-28 05:23:00,상품K,김주원,201903,1100.0,김주원,C시,2018-05-21
2019-07-28 11:36:00,상품V,김주원,201907,2200.0,김주원,C시,2018-05-21
2019-03-31 06:47:00,상품V,김주원,201903,2200.0,김주원,C시,2018-05-21
2019-03-01 19:49:00,상품W,김주원,201903,2300.0,김주원,C시,2018-05-21
2019-03-20 17:04:00,상품T,김주원,201903,2000.0,김주원,C시,2018-05-21
2019-04-24 14:29:00,상품B,김주원,201904,200.0,김주원,C시,2018-05-21
2019-07-14 17:29:00,상품O,김주원,201907,1500.0,김주원,C시,2018-05-21
2019-03-05 21:18:00,상품I,김주원,201903,900.0,김주원,C시,2018-05-21
2019-07-19 08:14:00,상품V,김주원,201907,2200.0,김주원,C시,2018-05-21
2019-02-03 01:29:00,상품N,김주원,201902,1400.0,김주원,C시,2018-05-21
2019-03-12 02:01:00,상품M,김성빈,201903,1300.0,김성빈,H시,2018-02-28
2019-02-04 03:16:00,상품O,김성빈,201902,1500.0,김성빈,H시,2018-02-28
2019-04-15 12:39:00,상품A,김성빈,201904,100.0,김성빈,H시,2018-02-28
2019-05-20 03:59:00,상품D,김성빈,201905,400.0,김성빈,H시,2018-02-28
2019-01-19 15:12:00,상품C,김성빈,201901,300.0,김성빈,H시,2018-02-28
2019-03-08 17:28:00,상품Y,김성빈,201903,2500.0,김성빈,H시,2018-02-28
2019-03-21 07:53:00,상품J,김성빈,201903,1000.0,김성빈,H시,2018-02-28
2019-03-18 13:47:00,상품F,김성빈,201903,600.0,김성빈,H시,2018-02-28
2019-01-01 23:51:00,상품L,김성빈,201901,1200.0,김성빈,H시,2018-02-28
2019-06-28 15:15:00,상품L,김성빈,201906,1200.0,김성빈,H시,2018-02-28
2019-02-06 00:38:00,상품K,김성빈,201902,1100.0,김성빈,H시,2018-02-28
2019-03-09 01:23:00,상품V,김수혁,201903,2200.0,김수혁,G시,2017-06-09
2019-02-25 12:01:00,상품M,김수혁,201902,1300.0,김수혁,G시,2017-06-09
2019-01-19 23:12:00,상품V,김수혁,201901,2200.0,김수혁,G시,2017-06-09
2019-01-19 07:40:00,상품P,김수혁,201901,1600.0,김수혁,G시,2017-06-09
2019-07-10 23:10:00,상품C,김수혁,201907,300.0,김수혁,G시,2017-06-09
2019-02-08 08:08:00,상품I,김수혁,201902,900.0,김수혁,G시,2017-06-09
2019-06-11 18:51:00,상품M,김수혁,201906,1300.0,김수혁,G시,2017-06-09
2019-01-21 00:34:00,상품J,김수혁,201901,1000.0,김수혁,G시,2017-06-09
2019-04-20 20:27:00,상품I,김수혁,201904,900.0,김수혁,G시,2017-06-09
2019-04-24 01:31:00,상품C,김수혁,201904,300.0,김수혁,G시,2017-06-09
2019-06-22 16:42:00,상품P,김수혁,201906,1600.0,김수혁,G시,2017-06-09
2019-03-08 13:20:00,상품T,김수혁,201903,2000.0,김수혁,G시,2017-06-09
2019-01-12 16:36:00,상품M,김수혁,201901,1300.0,김수혁,G시,2017-06-09
2019-07-17 05:37:00,상품G,김수혁,201907,700.0,김수혁,G시,2017-06-09
2019-01-11 21:46:00,상품T,김수혁,201901,2000.0,김수혁,G시,2017-06-09
2019-01-06 19:17:00,상품X,김수혁,201901,2400.0,김수혁,G시,2017-06-09
2019-06-07 16:01:00,상품R,김수혁,201906,1800.0,김수혁,G시,2017-06-09
2019-04-21 13:07:00,상품U,김수혁,201904,2100.0,김수혁,G시,2017-06-09
2019-06-23 14:25:00,상품D,김주영,201906,400.0,김주영,E시,2017-04-10
2019-01-08 05:12:00,상품Q,김주영,201901,1700.0,김주영,E시,2017-04-10
2019-07-08 10:41:00,상품O,김주영,201907,1500.0,김주영,E시,2017-04-10
2019-01-30 18:53:00,상품I,김주영,201901,900.0,김주영,E시,2017-04-10
2019-04-06 03:47:00,상품P,김주영,201904,1600.0,김주영,E시,2017-04-10
2019-02-18 09:24:00,상품A,김주영,201902,100.0,김주영,E시,2017-04-10
2019-06-25 13:52:00,상품L,김주영,201906,1200.0,김주영,E시,2017-04-10
2019-03-19 11:19:00,상품Q,김주영,201903,1700.0,김주영,E시,2017-04-10
2019-02-10 15:53:00,상품L,김주영,201902,1200.0,김주영,E시,2017-04-10
2019-07-01 00:14:00,상품Y,김주영,201907,2500.0,김주영,E시,2017-04-10
2019-07-30 22:58:00,상품V,김주영,201907,2200.0,김주영,E시,2017-04-10
2019-03-12 23:21:00,상품S,김주영,201903,1900.0,김주영,E시,2017-04-10
2019-02-25 14:19:00,상품W,김주영,201902,2300.0,김주영,E시,2017-04-10
2019-05-04 03:50:00,상품H,김주영,201905,800.0,김주영,E시,2017-04-10
2019-05-22 17:28:00,상품F,김주영,201905,600.0,김주영,E시,2017-04-10
2019-01-16 16:51:00,상품Y,김주영,201901,2500.0,김주영,E시,2017-04-10
2019-07-10 02:52:00,상품F,김주영,201907,600.0,김주영,E시,2017-04-10
2019-06-26 19:02:00,상품M,김주영,201906,1300.0,김주영,E시,2017-04-10
2019-06-17 02:32:00,상품J,김태민,201906,1000.0,김태민,H시,2017-01-08
2019-06-16 00:41:00,상품M,김태민,201906,1300.0,김태민,H시,2017-01-08
2019-04-18 16:31:00,상품E,김태민,201904,500.0,김태민,H시,2017-01-08
2019-02-19 20:23:00,상품U,김태민,201902,2100.0,김태민,H시,2017-01-08
2019-05-30 09:47:00,상품K,김태민,201905,1100.0,김태민,H시,2017-01-08
2019-04-25 10:32:00,상품D,김태민,201904,400.0,김태민,H시,2017-01-08
2019-03-06 07:53:00,상품F,김태민,201903,600.0,김태민,H시,2017-01-08
2019-01-18 09:18:00,상품Q,김태민,201901,1700.0,김태민,H시,2017-01-08
2019-05-31 03:51:00,상품T,김태민,201905,2000.0,김태민,H시,2017-01-08
2019-03-05 06:57:00,상품M,김태민,201903,1300.0,김태민,H시,2017-01-08
2019-05-10 17:54:00,상품Y,김태민,201905,2500.0,김태민,H시,2017-01-08
2019-04-20 06:38:00,상품W,김태민,201904,2300.0,김태민,H시,2017-01-08
2019-06-14 06:40:00,상품U,김태민,201906,2100.0,김태민,H시,2017-01-08
2019-06-19 08:33:00,상품E,김태민,201906,500.0,김태민,H시,2017-01-08
2019-04-15 11:14:00,상품O,김태민,201904,1500.0,김태민,H시,2017-01-08
2019-01-18 20:41:00,상품Y,김태민,201901,2500.0,김태민,H시,2017-01-08
2019-04-12 03:48:00,상품C,김태민,201904,300.0,김태민,H시,2017-01-08
2019-07-13 00:03:00,상품R,김태민,201907,1800.0,김태민,H시,2017-01-08
2019-05-22 23:30:00,상품E,김태민,201905,500.0,김태민,H시,2017-01-08
2019-07-20 22:12:00,상품O,김도경,201907,1500.0,김도경,H시,2018-06-13
2019-05-05 18:09:00,상품Y,김도경,201905,2500.0,김도경,H시,2018-06-13
2019-06-29 17:42:00,상품U,김도경,201906,2100.0,김도경,H시,2018-06-13
2019-03-13 03:01:00,상품S,김도경,201903,1900.0,김도경,H시,2018-06-13
2019-05-28 15:12:00,상품V,김도경,201905,2200.0,김도경,H시,2018-06-13
2019-07-20 22:32:00,상품B,김도경,201907,200.0,김도경,H시,2018-06-13
2019-05-29 03:26:00,상품G,김도경,201905,700.0,김도경,H시,2018-06-13
2019-06-14 04:55:00,상품O,김도경,201906,1500.0,김도경,H시,2018-06-13
2019-07-25 15:42:00,상품I,김도경,201907,900.0,김도경,H시,2018-06-13
2019-03-27 19:50:00,상품B,김도경,201903,200.0,김도경,H시,2018-06-13
2019-01-21 15:26:00,상품N,김도경,201901,1400.0,김도경,H시,2018-06-13
2019-01-19 19:23:00,상품V,김도경,201901,2200.0,김도경,H시,2018-06-13
2019-01-25 08:45:00,상품C,김도경,201901,300.0,김도경,H시,2018-06-13
2019-04-15 09:16:00,상품T,김도경,201904,2000.0,김도경,H시,2018-06-13
2019-03-16 19:43:00,상품T,김도경,201903,2000.0,김도경,H시,2018-06-13
2019-01-12 15:57:00,상품C,김도경,201901,300.0,김도경,H시,2018-06-13
2019-07-29 20:46:00,상품I,김도경,201907,900.0,김도경,H시,2018-06-13
2019-02-01 22:13:00,상품S,김도경,201902,1900.0,김도경,H시,2018-06-13
2019-06-10 18:21:00,상품L,김지한,201906,1200.0,김지한,A시,2018-01-07
2019-07-18 14:45:00,상품O,김지한,201907,1500.0,김지한,A시,2018-01-07
2019-01-16 18:49:00,상품B,김지한,201901,200.0,김지한,A시,2018-01-07
2019-03-23 20:08:00,상품L,김지한,201903,1200.0,김지한,A시,2018-01-07
2019-05-12 21:12:00,상품G,김지한,201905,700.0,김지한,A시,2018-01-07
2019-04-29 05:35:00,상품L,김지한,201904,1200.0,김지한,A시,2018-01-07
2019-07-12 16:53:00,상품P,김지한,201907,1600.0,김지한,A시,2018-01-07
